T0;T1;T2;T3;I0;I1;I2;I3;M0;M1;M2;M3;R0;R1;R2;R3;P0;P1;P2;P3;thumbDistance;indexDistance;middleDistance;ringDistance;pinkyDistance;distance1;distance2;pose
0,3783788;-0,6804811;-0,5098969;-0,3657601;0,4881743;0,2163481;-0,7626233;-0,3650825;0,421186;0,358407;-0,7216665;-0,4163467;0,3368948;0,3863233;-0,7577811;-0,4037622;0,2721336;0,4519277;-0,778362;-0,3403782;0,1002522;0,1090676;0,1055583;0,1001542;0,08770832;0,03657851;0,06611325;nothing
0,3788713;-0,6812093;-0,5088084;-0,3654099;0,4867063;0,2141112;-0,7644492;-0,364542;0,4196444;0,3570392;-0,7231675;-0,4164734;0,3342703;0,3858189;-0,7580258;-0,4059607;0,2685936;0,4519929;-0,7781136;-0,3436559;0,1002401;0,1090764;0,1054659;0,09990039;0,08745793;0,03631186;0,06560902;nothing
0,3789231;-0,6821791;-0,5075796;-0,3652567;0,4858205;0,2113785;-0,7663555;-0,3633138;0,4191838;0,3545843;-0,7255486;-0,4148906;0,3331626;0,3840349;-0,7594311;-0,4059368;0,2671151;0,4507259;-0,7791041;-0,3442279;0,1002481;0,1091301;0,1055199;0,09982726;0,08739399;0,03617889;0,06526037;nothing
0,3786488;-0,6803489;-0,510075;-0,3654782;0,486764;0,2154999;-0,7651221;-0,3622279;0,4192862;0,3582186;-0,7238098;-0,4147026;0,3341829;0,3864711;-0,7590737;-0,4034469;0,2694135;0,4513145;-0,7798347;-0,3399847;0,1008601;0,1097926;0,1061241;0,1005918;0,08815895;0,03663849;0,06600193;nothing
0,378193;-0,6787947;-0,5121306;-0,3659651;0,4880625;0,2189681;-0,7639855;-0,3607967;0,4200569;0,3609377;-0,7226679;-0,4135545;0,3359371;0,3880906;-0,7592162;-0,4001535;0,2725056;0,4512717;-0,7809336;-0,3350188;0,1008983;0,1098428;0,1061929;0,1008361;0,08846429;0,03693277;0,06638193;nothing
0,3776205;-0,6774629;-0,5138381;-0,3666296;0,4896277;0,2219311;-0,7629061;-0,3591462;0,4213065;0,3630109;-0,7218987;-0,4118088;0,3382062;0,3891253;-0,7596597;-0,396378;0,2761392;0,4507626;-0,7822452;-0,3296253;0,1009423;0,1099074;0,1063092;0,101117;0,08879805;0,03725611;0,06677432;nothing
0,3755573;-0,6797165;-0,5108937;-0,3686871;0,4912585;0,2155405;-0,7648317;-0,3567075;0,4247538;0,3566946;-0,7253668;-0,4076719;0,3417427;0,3836879;-0,7623742;-0,3934227;0,2800872;0,4464163;-0,7844505;-0,3269579;0,1016358;0,1108937;0,1074161;0,102083;0,08964304;0,03784169;0,06721204;nothing
0,3734674;-0,6820431;-0,5078991;-0,3706455;0,4929949;0,2092003;-0,766621;-0,3542367;0,4282723;0,3503532;-0,7286952;-0,4035333;0,345465;0,3781052;-0,7651086;-0,3902556;0,2843581;0,4417806;-0,7868037;-0,323899;0,1016792;0,1111626;0,1078282;0,1024087;0,08993805;0,03821014;0,06726157;nothing
0,3713764;-0,6843976;-0,5048743;-0,3725337;0,4947854;0,2029218;-0,7682935;-0,3517606;0,4318081;0,3440187;-0,73189;-0,3994124;0,349281;0,3724434;-0,7678218;-0,3869606;0,2888091;0,4369612;-0,7892227;-0,3205961;0,1017256;0,1114254;0,1082347;0,1027431;0,09024693;0,03859373;0,06734184;nothing
0,3690163;-0,6866894;-0,5023525;-0,3740676;0,4988384;0,196633;-0,7696437;-0,3466191;0,4387083;0,3355422;-0,7373487;-0,3889264;0,3567314;0,3653977;-0,7721453;-0,3781789;0,2961162;0,4319166;-0,7919085;-0,3140766;0,1023533;0,1124296;0,1097604;0,1040468;0,09120373;0,03950838;0,06826944;nothing
0,3665501;-0,6889974;-0,4997963;-0,3756692;0,5028523;0,1900929;-0,7710819;-0,3412288;0,445555;0,3266894;-0,7428286;-0,3781014;0,3642066;0,3579855;-0,7765347;-0,3690447;0,3036174;0,4265044;-0,7947438;-0,3070715;0,1024508;0,1128595;0,1107262;0,1048227;0,09171202;0,04025411;0,06887248;nothing
0,3641644;-0,6912373;-0,4971934;-0,3773254;0,5067048;0,1836826;-0,7723532;-0,3361277;0,4520235;0,318065;-0,7477688;-0,3679014;0,3713249;0,3507199;-0,7805173;-0,3604252;0,3108763;0,4211081;-0,7973735;-0,3003653;0,1025427;0,1132649;0,1116219;0,105544;0,0921943;0,04097169;0,06945708;nothing
0,3618328;-0,6934219;-0,4945596;-0,3790174;0,5104213;0,1773548;-0,7734997;-0,3312308;0,4581914;0,3095706;-0,7523074;-0,3581347;0,378166;0,3435254;-0,7841988;-0,352155;0,317946;0,4156938;-0,799847;-0,2938603;0,1026324;0,1136534;0,1124669;0,1062284;0,09265896;0,04166903;0,07003134;nothing
0,3612778;-0,6944379;-0,4937688;-0,3787175;0,5126199;0,1680485;-0,7788608;-0,3199322;0,4639897;0,2960115;-0,7630163;-0,3389648;0,3837616;0,3349703;-0,7907912;-0,3393691;0,3216747;0,411938;-0,8024751;-0,2878654;0,1032753;0,115134;0,1147206;0,107873;0,09362786;0,04308001;0,07094969;nothing
0,3605027;-0,6955786;-0,4928502;-0,3785592;0,5146499;0,1592882;-0,7835328;-0,3095794;0,4691735;0,2833153;-0,7722294;-0,3213578;0,3890651;0,3267061;-0,7966865;-0,327387;0,3255844;0,4079775;-0,8050603;-0,281828;0,1032939;0,1158353;0,116108;0,1087793;0,09402638;0,04416137;0,071449;nothing
0,3605027;-0,6955786;-0,4928502;-0,3785592;0,5146499;0,1592882;-0,7835328;-0,3095794;0,4691735;0,2833153;-0,7722294;-0,3213578;0,3890651;0,3267061;-0,7966865;-0,327387;0,3255844;0,4079775;-0,8050603;-0,281828;0,1032939;0,1158353;0,116108;0,1087793;0,09402638;0,04416137;0,071449;nothing
0,359575;-0,69681;-0,4918236;-0,3785121;0,5165576;0,1508626;-0,7877169;-0,2998509;0,4739246;0,2711311;-0,7803906;-0,3047526;0,3941791;0,3185718;-0,8020885;-0,3158939;0,3296374;0,403839;-0,8076029;-0,2757373;0,1033191;0,1164835;0,1173763;0,109631;0,09442705;0,04519667;0,07196274;nothing
0,3579017;-0,6914679;-0,497807;-0,3820561;0,5228007;0,1366406;-0,79863;-0,2649511;0,4876698;0,2478912;-0,7978714;-0,2532375;0,4116524;0,3028744;-0,81564;-0,2711841;0,3506063;0,3910258;-0,8179708;-0,2347295;0,1014747;0,1163754;0,1185344;0,1104156;0,09484697;0,04892118;0,07364394;nothing
0,3564722;-0,6865489;-0,5030758;-0,3853479;0,5280457;0,124695;-0,8064203;-0,2351713;0,499013;0,2280447;-0,8093671;-0,2095396;0,4265321;0,2894021;-0,8245538;-0,2332973;0,3684368;0,3800171;-0,824504;-0,2000864;0,10168;0,1181633;0,1212965;0,1127902;0,09670909;0,05288167;0,07650753;nothing
0,3551288;-0,6819506;-0,5078685;-0,3884545;0,5326995;0,1138066;-0,812346;-0,208263;0,5090247;0,2096326;-0,8173405;-0,1700069;0,4400196;0,2768044;-0,8307226;-0,1991539;0,3845452;0,369758;-0,8287458;-0,1690702;0,1018696;0,1196839;0,1236268;0,1148099;0,09830462;0,05645363;0,07923228;nothing
0,3500724;-0,6810464;-0,5118705;-0,3893763;0,5354429;0,09807901;-0,8176166;-0,187576;0,5199944;0,1791654;-0,82627;-0,1215882;0,456068;0,2567214;-0,8367648;-0,1610001;0,4046274;0,3597232;-0,8295604;-0,1367683;0,1021191;0,1210305;0,1264405;0,1170588;0,1000776;0,05936693;0,08292791;nothing
0,3449291;-0,6804237;-0,5156227;-0,3901038;0,5374337;0,0825612;-0,8222217;-0,168227;0,529089;0,1490355;-0,8319359;-0,07573637;0,4708991;0,236524;-0,8406491;-0,1249783;0,4240623;0,3495808;-0,8286337;-0,1064464;0,1023622;0,1222575;0,1288668;0,1190473;0,1017022;0,0620691;0,0866214;nothing
0,3397322;-0,6800068;-0,5191703;-0,390686;0,5387574;0,06719183;-0,8263115;-0,1497849;0,5364901;0,1190618;-0,8348571;-0,03187746;0,4846713;0,2160581;-0,8427386;-0,09057924;0,4429796;0,3390771;-0,8262942;-0,07767835;0,1025999;0,1233913;0,1309685;0,1208234;0,1032088;0,06461464;0,09030709;nothing
0,3340801;-0,6798819;-0,5240766;-0,3892234;0,5382228;0,05974683;-0,8291923;-0,1385166;0,5389654;0,1093053;-0,8350618;-0,01551339;0,4914934;0,2034019;-0,8440096;-0,06862894;0,4547125;0,3277467;-0,8263289;-0,05476746;0,1028284;0,1240143;0,1317156;0,1218737;0,1043069;0,0663861;0,09328333;nothing
0,328401;-0,6798701;-0,5288528;-0,3876139;0,537495;0,0520641;-0,8320217;-0,1269987;0,5412284;0,09815653;-0,8351237;0,002412617;0,4980175;0,1901401;-0,844784;-0,04653695;0,4660906;0,3160826;-0,8257145;-0,03236081;0,1030531;0,1246295;0,1324949;0,122882;0,105345;0,0681429;0,09624311;nothing
0,3195863;-0,6817549;-0,5358508;-0,3820198;0,5368518;0,04286839;-0,8347028;-0,1149954;0,5437731;0,08658209;-0,8345205;0,01975413;0,5037858;0,1800318;-0,8443124;-0,03042042;0,4757851;0,3095275;-0,823116;-0,01736231;0,1034011;0,1252891;0,1331656;0,1235416;0,1060496;0,07028633;0,09955729;nothing
